"","Location","X","newDates","snips","items","sources","URL","Date","wellFormed","week","weekNum","lng","lat","adminName1"
"1173","EGYPT",2499,"Thursday, December 30, 2010","EGYPT - The Ministry of Health of Egypt has announced two new cases of human infection with H5N1 avian influenza. A 28 year-old woman from Damanhour district of El Beheira governorate developed symptoms on 12 December; she was hospitalised and has since recovered. An 11 year-old girl from Esna district of Luxor governorate developed symptoms on 18 December and died on 23 December.","Avian Influenza - Situation in Egypt - Update 39","World Health Organization","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=2520",2010-12-30,TRUE,4,-344,"30","27",""
"1174","EGYPT",949,"Wednesday, January 28, 2015","EGYPT - The health ministry reported that a 31-year-old woman from Giza governorate has died of H5N1 avian flu. Of the 31 cases of H5N1 avian flu reported in Egypt this year, 10 people have now died. The Egyptian Ministry of Health and Population also announced that two more people have been hospitalised with H5N1; a four-year-old girl from Cairo and a 34-year-old woman from Al-Sharqia governorate, which is north of Cairo near the Nile Delta. Two people with H5N1 avian flu have recovered.","Bird Flu Kills Woman in Giza","Daily News Egypt","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=1000",2015-01-28,TRUE,3,-131,"30","27",""
"1175","EGYPT",2029,"Tuesday, March 24, 2009","EGYPT - The Ministry of Health and Population, Egypt has reported a new confirmed human case of Avian Influenza. ","Human Infection in Egypt","WHO","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=2980",2009-03-24,TRUE,2,-436,"30","27",""
"1176","EGYPT",2297,"Monday, February 08, 2010","EGYPT - The Ministry of Health has announced two new cases of human H5N1 avian influenza infection. Both patients are women, currently in hospital and they had contact with sick or dead poultry.","Avian Influenza - Situation in Egypt - Update 28","World Health Organization","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=2720",2010-02-08,TRUE,1,-390,"30","27",""
"1177","EGYPT",1996,"Monday, March 02, 2009","EGYPT - Egyptian Health Ministry confirmed on 1 March that a two-year-old child was infected with bird flu virus, bringing the number of human cases of the avian influenza in the country to 56, the official MENA news agency reported. ","Egypt Reports Another Human Bird Flu Case","ThePoultrySite News Desk","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=3020",2009-03-02,TRUE,1,-439,"30","27",""
"1178","EGYPT",955,"Sunday, January 25, 2015","EGYPT - The death toll of the patients who contracted H5N1 bird flu virus rose to eight in 2015 after a death case for a five-year-old boy in Upper Egypt’s governorate of Asyut was reported on 23 January, according to Ministry of Health. The ministry said a new case was infected with the virus; it was for a 60-year-old woman in the Delta governorate of Gharbia.","Egypt Reports Eighth Bird Flu Death in 2015 ","Cairo Post","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=1000",2015-01-25,TRUE,0,-131,"30","27",""
"1179","EGYPT",1292,"Monday, May 18, 2015","EGYPT - The recent increase in the number of people affected by the avian influenza virus H5N1 in Egypt is not related to virus mutations but rather to more people becoming exposed to infected poultry, according to a recent mission of six organizations assessing the H5N1 situation in the country. ","Egypt: Upsurge in H5N1 Human and Poultry Cases; No Change in Transmission Pattern","WHO","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=660",2015-05-18,TRUE,1,-115,"30","27",""
"1180","EGYPT",1042,"Wednesday, March 04, 2015","EGYPT - A 16-year-old girl in Egypt’s Nile Delta governorate Sharqiya and a 33-year old woman in Cairo died on 3 March from bird flu, the health ministry said, bringing the total deaths so far this year from the H5N1 virus to 10. A two-year-old girl in Beheira governorate in the Nile Delta has recovered from the virus. Eleven cases are currently being treated. Last year, 11 people died from bird flu.","Two Die from Bird Flu, Bringing Egypt's 2015 Death Toll to 10","Ahram Online","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=900",2015-03-04,TRUE,3,-126,"30","27",""
"1181","EGYPT",2232,"Monday, November 30, 2009","EGYPT - The Ministry of Health of Egypt has reported a new confirmed human case of avian influenza A(H5N1). The case is a three-year-old male from Minia Governorate. Of the 89 cases confirmed to date in Egypt, 27 have been fatal.","New Case of H5N1 Flu in Egyptian Boy","World Health Organization","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=2780",2009-11-30,TRUE,1,-400,"30","27",""
"1182","EGYPT",2597,"Wednesday, March 16, 2011","EGYPT - The Ministry of Health has announced a new confirmed case of human infection with avian influenza A (H5N1) virus.The case is a 38-year-old woman from Ismailia Governorate. She developed symptoms on 1 March, was hospitalized on 7 March and died on 11 March. Of the 130 cases confirmed to date in Egypt, 44 have been fatal.","Avian Influenza - Situation in Egypt - Update 47","World Health Organization","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=2420",2011-03-16,TRUE,3,-333,"30","27",""
"1183","EGYPT",1770,"Thursday, December 18, 2008","EGYPT - The WHO confirmed on Tuesday the death of a 16-year-old Egyptian female who died of the H5N1 strain of bird flu the day before.","WHO Figures for AI Cases in Humans","Reuters","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=3240",2008-12-18,TRUE,4,-450,"30","27",""
"1184","EGYPT",771,"Wednesday, November 19, 2014","EGYPT - A woman has died in the south of Cairo, the second death from the disease in two days and the third this year in the country. The cause of death is confirmed as the H5N1 virus.The ministry was quoted by 'Al-Ahram' as saying that they have identified a total of seven cases of the virus this year, including the three who died.","Second Woman This Week Dies of Bird Flu in Egypt","Aljazeera","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=1180",2014-11-19,TRUE,3,-141,"30","27",""
"1185","EGYPT",1077,"Thursday, March 05, 2015","EGYPT - The Health Ministry has announced the death of a 33-year old woman in Cairo of bird flu, the infection of a 16-year old girl in Sharqiya, and the cure of a two-year old child in Beheira.The woman's death has raised the number of victims in Egypt so far in 2015 to 15.","Egypt Bird Flu Death Toll Reaches 15 This Year","Egypt Independent","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=880",2015-03-05,TRUE,4,-126,"30","27",""
"1186","EGYPT",902,"Tuesday, August 21, 2007","EGYPT - A case of the H7 strain of bird flu was detected in Egypt after a migrant bird in Sharqiya governorate in the Nile Delta tested positive to the H7 virus, Egyptian Health Minister Hatem el-Gabali said on Monday.","H7 strain of bird flu detected in Egypt","People'sDaily","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4100",2007-08-21,TRUE,2,-519,"30","27",""
"1187","EGYPT",2097,"Friday, April 24, 2009","EGYPT - An Egyptian woman has contracted the highly pathogenic bird flu virus after coming into contact with infected birds, state news agency MENA said on Thursday, as the virus gathers pace in the most populous Arab country. ","Egyptian Woman Contracts Bird Flu as Cases Mount","Ynetnews.com","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=2920",2009-04-24,TRUE,5,-432,"30","27",""
"1188","EGYPT",498,"Wednesday, February 28, 2007","EGYPT - The Egyptian Health Ministry said Tuesday that a new human bird flu case was confirmed in the northern Egyptian governorate of Daqahliya, the official MENA news agency reported.","Egypt reports new human bird flu case","People's Daily Online","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4520",2007-02-28,TRUE,3,-544,"30","27",""
"1189","EGYPT",2946,"Monday, June 18, 2012","EGYPT - The National Research Centre (NRC) in Cairo has announced that the first vaccine against what is popularly known as ‘bird flu’ is to be produced by Egyptian scientists. ","Egypt Produces New Avian Flu Vaccine ","The Egyptian Gazette","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=2060",2012-06-18,TRUE,1,-267,"30","27",""
"1190","EGYPT",187,"Wednesday, December 27, 2006","EGYPT - Several cases of avian flu have spread from poultry to humans in the Nile Delta, Egyptian health authorities said this week as they worked to wipe out the outbreak among chickens and ducks.  A 15-year-old girl died Monday, a day after the death of a woman in her 30s whose family members showed symptoms of infection. ","Cases of bird-to-human avian flu reported in Egypt","New York Times","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4820",2006-12-27,TRUE,3,-553,"30","27",""
"1191","EGYPT",2573,"Tuesday, March 08, 2011","EGYPT - The Ministry of Health has announced two new confirmed cases of human infection with avian influenza A (H5N1) virus.The first case is a 32-year-old woman from Sharkia Governorate. She developed symptoms on 10 February and was hospitalized on 14 February. She is in a critical condition.The second case is a two-year-old boy from Kafr Elsheikh Governorate. He developed symptoms on 18 February and was hospitalized on 20 February. He is under treatment and is in a good general condition.Investigations into the source of infection indicate that the two cases had exposure to poultry suspected to have avian influenza.The cases were confirmed by the Egyptian Central Public Health Laboratory, a National Influenza Center of the WHO Global Influenza Surveillance Network. Of the 127 cases confirmed to date in Egypt, 41 have been fatal.","Avian Influenza - Situation in Egypt - Update 45","World Health Organization","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=2440",2011-03-08,TRUE,2,-334,"30","27",""
"1192","EGYPT",3042,"Wednesday, January 23, 2013","EGYPT - Researchers are calling for a review of the prevention and control strategy for the H5N1 highly pathogenic avian influenza (HPAI) virus in Egypt.","Study Reveals Reduced Efficacy of H5N1 Vaccines in Egypt","ThePoultrySite News Desk","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=1960",2013-01-23,TRUE,3,-236,"30","27",""
"1193","EGYPT",2432,"Thursday, August 12, 2010","EGYPT - The Ministry of Health has announced a new human case of A(H5N1) avian influenza infection. The case is a two-year-old girl from Elsalam district, Cairo. She developed symptoms on 2 August, and is currently under treatment in hospital.Of the 111 laboratory confirmed cases of Avian influenza A(H5N1) reported in Egypt, 35 have been fatal.","Avian Influenza - Situation in Egypt - Update 36","World Health Organization","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=2580",2010-08-12,TRUE,4,-364,"30","27",""
"1194","EGYPT",1220,"Tuesday, April 21, 2015","EGYPT - Six more human H5N1 avian influenza infections have been reported in Egypt, according to individual reports to the FAO compiled and posted by Avian Flu Diary. Cases are from four different governorates: Beheira (3), Damietta (1), Qena (1), and Kafr el-Sheikh (1), and the observation dates for the cases range from 29 March to 6 April.The new cases appear to push Egypt's H5N1 total so far this year to 143 cases, according to FluTrackers.","H5N1 Sickens Six More in Egypt","CIDRAP","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=740",2015-04-21,TRUE,2,-119,"30","27",""
"1195","EGYPT",2086,"Tuesday, May 05, 2009","EGYPT - The authorities have announced that a vaccine against H5N1 avian influenza in poultry should be available within two years. ","Egypt's Goal is for Bird Flu Vaccine in Two Years","ThePoultrySite News Desk","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=2920",2009-05-05,TRUE,2,-430,"30","27",""
"1196","EGYPT",2025,"Monday, March 30, 2009","EGYPT - An Egyptian girl has contracted bird flu, becoming the 60th victim of the highly pathogenic virus since its outbreak in the country in 2006, according to reports.","Two-Year-Old Toddler Contracts Bird Flu In Egypt","AHN","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=2980",2009-03-30,TRUE,1,-435,"30","27",""
"1197","EGYPT",2193,"Friday, September 25, 2009","EGYPT - The Ministry of Health of Egypt has reported 2 new confirmed human case of avian influenza A(H5N1). ","WHO: Avian Influenza  Situation in Egypt","WHO","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=2820",2009-09-25,TRUE,5,-410,"30","27",""
"1198","EGYPT",2620,"Wednesday, March 30, 2011","EGYPT - The Ministry of Health has announced three new confirmed cases of human infection with avian influenza A(H5N1) virus. The first case is a 32-year-old man from Suez Governorate, who died on 13 March. The second case is a 28-year-old woman from Giza Governorate, who was hospitalised and is in a stable condition.The third case is a four-year-old boy from Behira Governorate, who has recovered. Of the 133 cases confirmed to date in Egypt, 45 have been fatal.","Avian Influenza - Situation in Egypt - Update 48","World Health Organisation","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=2400",2011-03-30,TRUE,3,-331,"30","27",""
"1199","EGYPT",1886,"Thursday, February 05, 2009","EGYPT - The Health Ministry confirmed on Wednesday that a two-year-old baby has been infected with bird flu virus, which brings the number of human cases of bird flu in the country to 54. ","Egypt Confirms 54th Human Case of Bird Flu","People Daily, China","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=3120",2009-02-05,TRUE,4,-443,"30","27",""
"1200","EGYPT",2765,"Friday, December 16, 2011","EGYPT - The Ministry of Health and Population has notified WHO of two cases of human infection with avian influenza A (H5N1) virus.‬‪The two cases are a mother and her young child from Dakahlia Governorate. Both developed symptoms on 26 November 2011. ‬‪The mother was admitted to a hospital on 1 December 2011 and received oseltamivir on admission. The child was hospitalised on 2 December 2011 and received oseltamivir on admission. The mother was 24 weeks pregnant. She died on 3 December 2011. The child is in stable condition.‬‪Investigations into the source of infection indicate that both cases had exposure to sick and dead backyard poultry (chicken and turkeys).‬‪ Of the 155 cases confirmed to date in Egypt, 53 have been fatal.","Avian Influenza - Situation in Egypt - Update 58","World Health Orgnaization","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=2240",2011-12-16,TRUE,5,-294,"30","27",""
"1201","EGYPT",645,"Monday, April 23, 2007","EGYPT - ""What is avian influenza?"" asks a senior lady doctor working in one of the leading hospitals in Cairo.","34 Cases of Avian Influenza Found in Egypt","TheSeoulTimes","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4360",2007-04-23,TRUE,1,-536,"30","27",""
"1202","EGYPT",2180,"Thursday, July 02, 2009","EGYPT - The Ministry of Health of Egypt has reported 3 new confirmed human case of avian influenza A(H5N1). ","Avian influenza - Situation in Egypt - Update 20","World Health Organization","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=2840",2009-07-02,TRUE,4,-422,"30","27",""
"1203","EGYPT",485,"Monday, March 05, 2007","EGYPT - Egyptian Prime Minister Ahmed Nazif says Egypt will embark on a new nationwide campaign to vaccinate live poultry against avian influenza. ","$450m for Egypt bird flu campaign"," Press TV","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4520",2007-03-05,TRUE,1,-543,"30","27",""
"1204","EGYPT",1028,"Tuesday, February 24, 2015","EGYPT - Highly pathogenic H5N1 avian flu has infected six additional patients in Egypt, one of them fatally. The new cases involve a 26-year-old man in Sharqia (in hospital); two 32-year-old women (one inhospital in Menoufia; one in Dakhalia has died); a three-year-old girl in Fayoum (infection confirmed); and a five-year-old girl in Giza and a 10-month-old child in Beheira (recovered). All are in northern Egypt's Nile Valley.FluTrackers' case listing shows 69 cases of H5N1 in Egypt since 1 January, with 19 deaths. These follow 25 cases with 14 deaths during December 2014.","Six H5N1 Cases, One Death Reported in Egypt","CIDRAP","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=920",2015-02-24,TRUE,2,-127,"30","27",""
"1205","EGYPT",1068,"Monday, March 09, 2015","EGYPT - Two women from the Delta governorates of Menoufia and Sharqia have died of H5N1 avian flu, marking the 12th and 13th deaths in the country from the disease in 2015, the Health Ministry announced on 7 March. The statement adds that three cases, including a two-year-old child from Cairo along with two men in their 40s from the delta area have also tested positive for the virus and have been admitted to hospital.So far, 38 bird flu cases have been diagnosed this year, including 10 cases which have recovered, 15 undergoing treatment and 13 deaths.","Egypt’s Bird Flu Death Toll Rises to 13 in 2015","Cairo Post","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=880",2015-03-09,TRUE,1,-125,"30","27",""
"1206","EGYPT",93,"Wednesday, November 01, 2006","EGYPT - Bird flu killed a 39-year-old woman in Egypt, pushing the number of fatalities worldwide this year to 74, as many as reported in the previous two years combined.","Bird Flu Deaths in 2006 Match Prior 2 Years Combined","Bloomberg","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4920",2006-11-01,TRUE,3,-561,"30","27",""
"1207","EGYPT",536,"Tuesday, March 13, 2007","EGYPT - Scientists in Egypt are examining the possibility that the deadly H5N1 Avian flu virus could be changing into a deadlier strain.Dr Suhir Hallaj, director of the World Health Organization's communicable disease programme says there is particular concern that previous victims in Egypt have suffered from respiratory problems. ","Egypt fears of bird flu mutation","BBC","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4480",2007-03-13,TRUE,2,-542,"30","27",""
"1208","EGYPT",2350,"Wednesday, March 31, 2010","EGYPT - The Ministry of Health has announced two new human cases of A(H5N1) avian influenza infection. The first case is a 30-year-old woman from Damietta district, who is in a critical condition in hospital. The second case is a four-year-old boy from Beba district, who has died. tment. He died on 24 March. Of the 108 laboratory-confirmed cases of avian influenza A(H5N1) reported in Egypt, 33 have been fatal.","Avian Influenza - Situation in Egypt - Update 33","World Health Organization","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=2660",2010-03-31,TRUE,3,-383,"30","27",""
"1209","EGYPT",2133,"Wednesday, May 27, 2009","EGYPT - The death of a four-year-old girl on 18 May after she contracted the H5N1 avian flu virus brings the total number of bird flu deaths in Egypt to 27 at a time when the government is also grappling with the threat of the A(H1N1) virus, commonly known as swine flu. ","Anti-bird Flu Measures Affecting Livelihoods in Egypt","Middle East Online","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=2880",2009-05-27,TRUE,3,-427,"30","27",""
"1210","EGYPT",2111,"Thursday, May 14, 2009","EGYPT - A four-year-old Egyptian boy has contracted the highly pathogenic H5N1 bird flu virus, bringing to 70 the number of human avian flu cases in the most populous Arab country, the state news agency MENA reported.","Egyptian Boy Contracts Bird Flu Virus","Reuters","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=2900",2009-05-14,TRUE,4,-429,"30","27",""
"1211","EGYPT",922,"Friday, August 31, 2007","EGYPT - The H7 strain of the bird flu virus has been detected in Egypt for the first time. ","New poultry scare","Al-Ahram","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4080",2007-08-31,TRUE,5,-518,"30","27",""
"1212","EGYPT",960,"Friday, January 23, 2015","EGYPT - A 36-year-old woman died of H5N1 avian flu in Cairo on 21 January, marking the sixth death in the country from the disease in 2015, the Health Ministry announced. So far, the ministry reported 21 bird flu cases diagnosed this year. They include eight cases which have been treated, seven undergoing treatment and six deaths, Youm7 reported.","Egypt's Bird Flu Death Toll Rises to Six in 2015","Cairo Post","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=1000",2015-01-23,TRUE,5,-132,"30","27",""
"1213","EGYPT",2263,"Wednesday, February 03, 2010","EGYPT - Highly pathogenic avian influenza A(H5N1) has ravaged the Egyptian poultry population. Ninety human cases, including 27 fatalities have been recorded by 30 December, 2009. However, epidemiological information on the infection in humans in Egypt is scarce. Fasina et al.  analysed the first three years of highly pathogenic avian influenza A(H5N1) in Egypt between 20 March 2006 and 31 August 2009 and found that more cases occurred in females than males, especially in 2006 and 2007. Women in the age group 20 to 39 years had the greatest tendency to be infected. It took an average of one day and 18 hours to seek medical assistance in patients who recovered and of six days in fatal cases. Children sought treatment much earlier than adults. On average, patients died 11 days after the onset of symptoms. Exposure to infected poultry remained the most important risk factor.","Avian Influenza A (H5N1) in Humans: Lessons from Egypt","Eurosurveillance","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=2740",2010-02-03,TRUE,3,-391,"30","27",""
"1214","EGYPT",868,"Wednesday, December 31, 2014","EGYPT - The ministry of health has announced another H5N1 avian influenza infection, this one in a 51-year-old man from Assiut governorate who is hospitalised. The latest case lifts Egypt's total for 2014 to 26, 10 of which were fatal.","Egyptian Man Admitted to Hospital with H5N1 Virus","CIDRAP","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=1080",2014-12-31,TRUE,3,-135,"30","27",""
"1215","EGYPT",2010,"Wednesday, March 11, 2009","EGYPT - An 18-month-old Egyptian girl has contracted bird flu and is in stable condition, the state-run news agency quoted the Egyptian Health Ministry as saying on Tuesday.","Egyptian Girl Contracts Bird Flu","Reuters","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=3000",2009-03-11,TRUE,3,-438,"30","27",""
"1216","EGYPT",2437,"Friday, July 30, 2010","EGYPT - The Ministry of Health has announced a new human case of A(H5N1) avian influenza infection. The case is a 20-year-old woman from Shobra Elkhima district, Qliubia Governorate who died on 27 July. She had had contact with sick and dead poultry.Of the 110 laboratory-confirmed cases of Avian influenza A(H5N1) reported in Egypt, 35 have been fatal.","Avian Influenza - Situation in Egypt - Update 35","World Health Organization","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=2580",2010-07-30,TRUE,5,-366,"30","27",""
"1217","EGYPT",2067,"Monday, April 20, 2009","EGYPT - An Egyptian child has contracted the bird flu virus after coming into contact with infected birds.","Egyptian Girl Contracts Bird Flu","Radio New Zealand","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=2940",2009-04-20,TRUE,1,-432,"30","27",""
"1218","EGYPT ",740,"Friday, May 11, 2007","EGYPT  - New sites infected with bird flu were discovered on Saturday in the governorates of Sharqiya, Qena and Qalioubiya. ""Samples taken from the areas tested positive for bird flu,"" said Mona Mehrez, head of the Central Laboratory for Poultry Monitoring at the Ministry of Agriculture and Land Reclamation. Nearly 137,000 fowl in Sharqiya were culled, with a similar number culled in Qena and Qalioubiya.","Eat frozen chicken","Al-Ahram","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4280",2007-05-11,TRUE,5,-534,"30","27",""
"1219","ETHIOPIA",2662,"Thursday, July 07, 2011","ETHIOPIA - A study has been undertaken to characterise control measures in terms of the expected degree of compliance among actors in the value chain and the agents responsible for their implementation, and identify specific actors who may be expected to act as compliance fail-points to successful implementation of control measures.","Alignment of Poultry Sector Actors with Avian Influenza Control in Ethiopia ","International Food Policy Research Institute","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=2340",2011-07-07,TRUE,4,-317,"39.5","9",""
"1220","ETHIOPIA",276,"Thursday, August 08, 2013","ETHIOPIA - A new Memorandum of Understanding (MoU) between FAO and the African Union Commission (AUC) signed this week (6 August) will help to prevent and control outbreaks of influenza A (H7N9), better known as avian influenza.","FAO, African Union Sign MoU to Control H7N9 Spread","ThePoultrySite News Desk","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=1680",2013-08-08,TRUE,4,-208,"39.5","9",""
"1221","EU",1159,"Friday, January 11, 2008","EU - Following recent outbreaks of highly pathogenic avian influenza in Poland and Germany, the Standing Committee on the Food Chain and Animal Health today voted in favour of a Decision confirming the eradication and control measures taken by those two Member States. ","EU Endorse Measures for Poland and Germany","ThePoultrySite","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=3860",2008-01-11,TRUE,5,-499,"1.42079","50.04606","Normandy"
"1222","EU",2796,"Friday, December 23, 2011","EU - In response to the highly pathogenic avian influenza H5N1 virus the European Commission required all Member States to step up their surveillance for avian influenza to enable early detection and rapid response in the event of an outbreak.","Commission Publishes 2010 AI Surveillance Reports","ThePoultrySite News Desk","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=2220",2011-12-23,TRUE,5,-293,"1.42079","50.04606","Normandy"
"1223","EU",958,"Tuesday, September 04, 2007","EU - Samples from 350,000 healthy wild birds in Europe, Asia, Africa and the Americas have tested negative for bird flu, offering further proof that spread of the virus is mostly contained in domesticated poultry, the United Nations says.","UN says domestic birds to blame for flu","TheAge","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4060",2007-09-04,TRUE,2,-517,"1.42079","50.04606","Normandy"
"1224","EU",625,"Tuesday, April 17, 2007","EU - A team of researchers report the first ever large-scale sequencing of western genomes of the deadly avian influenza virus, H5N1, that confirms not only that the virus has very recently spread west from Asia, but that two of the new western strains have already independently combined, or ?reassorted,? to create a new strain. ","“Bird Flu” Genome Study Shows New Strains, Western Spread","UniversityOfMaryland","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4380",2007-04-17,TRUE,2,-537,"1.42079","50.04606","Normandy"
"1225","EU",365,"Thursday, February 08, 2007","EU - The European Commission announced this week it will allocate 240,000 Euros to prevent the spread of avian flu in Kazakhstan. The funds will support a joint project between the Kazakh Health Ministry, the European Commission and UNICEF to educate the public about the disease and how to prevent it.","UNICEF launches EU-sponsored 240000-euro project against avian flu in Kazakhstan","Unicef","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4640",2007-02-08,TRUE,4,-547,"1.42079","50.04606","Normandy"
"1226","EU",1638,"Wednesday, February 24, 2016","EU - Measures to prevent and halt outbreaks of animal diseases such as avian flu or African swine fever, informally agreed by MEPs and the Council in June 2015, were backed by the EU Parliament's Agriculture Committee on Tuesday.","New EU Animal Health Laws Aim to Halt Disease Spread","ThePoultrySite","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=320",2016-02-24,TRUE,3,-75,"1.42079","50.04606","Normandy"
"1227","EU",166,"Friday, May 17, 2013","EU - As part of the risk assessment and strategic planning related to the emergence of avian influenza A(H7N9) in China, Schenk and colleagues at the European Centre for Disease Prevention and Control (ECDC) has considered two major scenarios.The current situation is the one of a zoonotic epidemic (Scenario A) in which the virus might be transmitted sporadically to humans in close contact with an animal reservoir. The second scenario is the movement towards efficient human to human transmission (a pandemic Scenario B).The authors identified epidemiological events within the different scenarios that would trigger a new risk assessment and a review of the response activities to implement in the European Union (EU).They also identified the surveillance activities needed to detect these events. ","Outbreak with a Novel Avian Influenza A(H7N9) virus in China - Scenarios and Triggers for Assessing Risks and Planning Responses in the EU, May 2013","Eurosurveillance","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=1780",2013-05-17,TRUE,5,-220,"1.42079","50.04606","Normandy"
"1228","EU",765,"Friday, November 21, 2014","EU - Following the recent detection of bird flu at a poultry farm in the Netherlands, another case at a duck breeding farm in the UK, as well as a scare in Germany earlier this November, it is clear that avian influenza is not just a thing of the past, according to an animal welfare organisation.","Mass Culling of Birds in EU Following Bird Flu Outbreak","ThePoultrySite News Desk","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=1180",2014-11-21,TRUE,5,-141,"1.42079","50.04606","Normandy"
"1229","EU",1770,"Friday, December 02, 2016","EU - On Wednesday 30 November the Member States supported a Commission proposal that consolidates the protective measures in relation to outbreaks of highly pathogenic avian influenza (HPAI) of subtype H5N8 in several Member States.","EU Takes Action Against Spread of Avian Flu","ThePoultrySite","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=180",2016-12-02,TRUE,5,-35,"1.42079","50.04606","Normandy"
"1230","EU",586,"Tuesday, April 03, 2007","EU - The UN Food and Agriculture Organisation (FAO) has said that bird flu is on the decline around the world, but warned the disease continues to spread in different countries, threatening the lives of those working around poultry and hurting farm economies. ","Bird flu declining but disease continues to spread: FAO","ZEENEWS.com","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4420",2007-04-03,TRUE,2,-539,"1.42079","50.04606","Normandy"
"1231","EU",785,"Thursday, November 27, 2014","EU - The European Food Safety Authority (EFSA) is assessing the current situation on the H5N8 avian influenza A virus in Europe and the world, with a focus on the possible entry routes of the virus into Europe.","EFSA Experts to Advise on Avian Flu","ThePoultrySite News Desk","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=1160",2014-11-27,TRUE,4,-140,"1.42079","50.04606","Normandy"
"1232","EU",687,"Monday, June 02, 2014","EU - The European Food Safety Authority (EFSA) has examined the transmission of influenza viruses from animals to humans.","New Report on Transmission of Flu Viruses from Animals to Man","ThePoultrySite News Desk","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=1260",2014-06-02,TRUE,1,-165,"1.42079","50.04606","Normandy"
"1233","EU",1768,"Friday, December 19, 2008","EU - Baxter International Inc.'s vaccine to combat the bird flu today won an endorsement from European health officials.","European Agency Endorses Baxter's Bird Flu Vaccine","Chicago Tribune","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=3240",2008-12-19,TRUE,5,-450,"1.42079","50.04606","Normandy"
