"","newDates","snips","items","sources","URL"
"329","Sunday, February 04, 2007","UK - Scientists are poised to discover if emergency measures to control the bird flu outbreak have been successful. More than 150,000 birds are being culled. The Restriction Zone, in which poultry must be kept isolated from wild birds and movements must be licensed, now covers 806 square miles of east Suffolk and south east NorfolkThe Department for Environment, Food and Rural Affairs has increased the area where restrictions are in force to control the outbreak of H5N1 avian flu. The Restriction Zone, in which poultry must be kept isolated from wild birds and movements must be licensed, now covers 806 square miles of east Suffolk and south east Norfolk. The zone, which was introduced after consultation with ornithologists, is in addition to the 3km protection zone and the 10km surveillance zones already in place.
","Cull begins of bird flu turkeys","ITN","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4680"
"330","Sunday, February 04, 2007","UK - There was mounting anger over the official response to the outbreak of bird flu at a poultry farm last night after it was confirmed that the strain of disease is the deadly H5N1 virus. As scientists verified that the virus at the Bernard Matthews farm was the deadliest strain, it emerged that the first 71 birds died last Tuesday. But the outbreak was not reported to government vets until Thursday evening, after another 1,000 died. It took a further two days before European Union scientists managed to conduct tests and were able to confirm that the virus at the farm, in Holton, near Halesworth, was H5N1. Even after that, the Department for the Environment, Food and Rural Affairs (Defra) took until yesterday evening to impose the obligatory exclusion zone because legal wrangles meant the required forms had not been signed in time.","Fury at Defra delays on farm hit by bird flu","Sunday Telegraph","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4680"
"331","Sunday, February 04, 2007","LONDON - British government experts confirmed on Saturday that the H5N1 bird flu virus outbreak at a Suffolk turkey farm was the Asian strain. The Department for the Environment, Food and Rural Affairs said the virus strain that killed 2,600 turkeys at a Bernard Matthews farm was identified as the ""highly pathogenic"" Asian strain, similar to a virus that was found in Hungary in January. It was the first time the deadly H5N1 strain was found on a British farm. 
","Bird flu virus found at British farm is Asian strain","Xinhua","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4680"
"332","Sunday, February 04, 2007","
UK - The skies above Holton yesterday were clear and blue, but a dark cloud of anxiety hung over the village after health officials confirmed residents' fears. The potentially lethal strain of bird flu had arrived in rural Suffolk. All talk in the picturesque village turned to how the H5N1 strain had infected turkeys at the Bernard Matthews poultry farm - and to what extent locals are in danger. European Union officials announced that some 2,600 birds had been killed by the virus. Police immediately closed roads surrounding the farm as the world's media began to descend. Helicopters and small planes circled above as the village population of around 1,000 took in the news. Many residents spoke of their shock and demanded more information. Marilyn Hatcher, 53, said: ""It is frightening for this to have happened on our doorstep. Local people will want to know how it [bird flu] got there and what is being done about it.","Farm staff are inoculated as fear stalks the bird flu village","Sunday Telegraph","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4680"
"333","Saturday, February 03, 2007","UK - As many as 160,000 birds could be culled after it emerged that avian flu killed 2,600 turkeys at a Suffolk farm. The birds at the Bernard Matthews farm, Holton, tested positive for H5. Tests are under way to ascertain if it is the H5N1 strain, which can kill humans. 

","UK Bird flu outbreak may prompt cull","BBC News","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4680"
"334","Saturday, February 03, 2007","TOKYO - Japan has confirmed that a bird flu outbreak at a poultry farm in a southwestern prefecture was caused by the H5N1 virus, making it the fourth such outbreak to hit the country this year. 
The Agriculture Ministry said in a statement on Saturday that test results had shown that the outbreak in Miyazaki prefecture, first detected earlier this week, was due to the H5N1 virus. 
","Japan affirms 4th outbreak of H5N1 bird flu this year","Reuters","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4680"
"335","Saturday, February 03, 2007","UK - The avian flu which killed 2,600 turkeys at a Bernard Matthews farm in Suffolk has been confirmed as the Asian strain of the H5N1 virus. The virus can be fatal if it is passed on to humans but experts said the outbreak was being contained and posed little danger to people's health. 
","Bird flu virus is Asian strain","BBC News","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4680"
"336","Friday, February 02, 2007","JAPAN - Japanese officials have confirmed a fourth case of avian influenza with the deaths of almost two dozen chickens at an egg farm in a major poultry region. ","Bird flu found at another Japanese farm","The Washington Times","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4680"
"337","Friday, February 02, 2007","ANG THONG - The Livestock Development Department has confirmed this year's third bird flu outbreak, found in indigenous chickens and fighting cocks in the central province of Ang Thong.

Livestock chief Pirom Srichan said on Thursday that his staff were alerted to the unusual deaths of six of 15 chickens belonging to a villager in Samko district last week.
","Third bird flu outbreak found in Ang Thong","Bangkok Post","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4680"
"338","Friday, February 02, 2007","CHINA - Hong Kong Secretary for Health, Welfare and Food York Chow Thursday warned against outbreak of avian influenza and called for concerted effort to guard against avian flu in Hong Kong..","HK urged to keep vigilance against avian influenza threat","People's Daily Online","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4680"
"339","Friday, February 02, 2007","US - The resurgence of avian influenza among poultry and people in Asia and Africa shows international control measures have ``failed,'' a U.S. expert said.","Bird Flu Control Measures Have `Failed,' Webster Says","Bloomberg","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4680"
"340","Friday, February 02, 2007","NIGERIA - The United Nations health agency is helping the government of Nigeria monitor the situation following two suspected fatal bird flu cases in Africa’s most populous country, only the second possible incidence of the H5N1 virus in humans in the sub-Saharan region.","Two suspected bird flu deaths reported in Nigeria","SpiritIndia.com","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4680"
"341","Tuesday, February 06, 2007","UK - Russia and Japan banned British poultry imports after Britain's first outbreak of a deadly strain of bird flu in farmed poultry that caused it to cull almost 160,000 turkeys on Monday.

Workers wearing white protective suits, black gloves and masks took the livestock away in crates to be gassed after discovery of the highly pathogenic H5N1 strain of avian flu on a farm in eastern England run by Europe's largest turkey producer, Bernard Matthews. 
","Russia, Japan ban British poultry over bird flu","Reuters","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4660"
"342","Tuesday, February 06, 2007","SOUTH Korea and Hong Kong said today they had joined a growing list of countries and regions banning British poultry due to the country's first outbreak of a deadly strain of bird flu in domestic poultry. 

Russia and Japan have already banned imports and the Financial Times reported that South Africa and Indonesia had followed suit, The Associated Press reported. 

South Korea imported about US$3 million in poultry products from Britain last year. It will either cull or return 3,645 ducks imported for breeding that it had in quarantine in the country, the agriculture ministry said. 

Hong Kong, which imported 11,400 tons of British poultry and poultry products in the first 10 months of last year, announced late yesterday it would suspend the imports with immediate effect, an official said. 
","South Korea, Hong Kong join British poultry ban","Shanghai Daily","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4660"
"343","Tuesday, February 06, 2007","UK - Defra's Deputy Chief Veterinary Officer Fred Landeg has confirmed that at 20.36 on Monday 5 February the culling operation was completed.

He said, ""I am thankful for the efforts of all involved in the culling operation and the swiftness with which this large process was carried out.""

Environment Secretary David Miliband has made a statement to Parliament about the Government’s response to the outbreak of avian influenza at a poultry farm in Suffolk. ","UK Govt. confirms Turkey culling operation complete","ThePoultrySite.com","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4660"
"344","Tuesday, February 06, 2007","AZERBAIJAN - Resident of Azerbaijani region of Neftchala 38-year old Zamina Zeynalova, who was suspected of contracting bird flu died at the Scientific Institute of Lungs Diseases at about 02.00 tonight, APA reports.
","Azerbaijani bird flu suspect dies","APA","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4660"
"345","Tuesday, February 06, 2007","CHICAGO - Stocks in the largest U.S. chicken companies were lower on Monday after the deadly bird flu hit a turkey farm in England, but U.S. experts said there was no danger to the $38.5 billion U.S. chicken industry. 

""It has to be a knee-jerk reaction to the bird flu,"" Paul Aho, economist at Poultry Perspective, said of the drop in stocks of such companies as Pilgrim's Pride Corp. (PPC.N: Quote, Profile, Research) and Sanderson Farms Inc (SAFM.O: Quote, Profile, Research). 
","UK's bird flu hits US chicken companies' shares","Reuters","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4660"
"346","Tuesday, February 06, 2007","EGYPT - A 17-YEAR-OLD Egyptian girl has died of bird flu, the country's 12th death from the avian flu strain, the state-run news agency reported yesterday. 

The girl, identified as Nora Nadi from the city of Fayoum, about 70 kilometers south of Cairo, had tested positive for H5N1 strain, The Associated Press reported, citing the Middle East News Agency. 

Nadi was admitted to hospital a week ago, Health Ministry official Abdel Rahman Chahine told MENA. The news agency did not say how Nadi contracted the virus, but other Egyptians have become ill after coming in contact with infected birds that are raised at home or while slaughtering or cleaning chicken. 
","Egyptian girl dies of bird flu","Shanghai Daily","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4660"
"347","Tuesday, February 06, 2007","UK - The investigation into Britain's largest outbreak of bird flu focused yesterday on a possible link with the outbreak in Hungary last month.

The government's chief scientific adviser, Prof Sir David King, said the virus found in the Bernard Matthews farm at Holton, near Lowestoft, in Suffolk was identical to a case in Hungary in January.

""There could be a direct contact between a Hungarian farm and the Bernard Matthews farm, by which I mean a person travelling from one to the other,"" he said.
 
","Virus identical to case found in Hungary","Daily Telegraph","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4660"
"348","Tuesday, February 06, 2007","Macedonia has imposed a ban on the imports of poultry and poultry parts from UK, news reaching here from Skopje reported on Monday. 

The order for halting was issued on Sunday night by Macedonia's Agriculture Ministry's Veterinary Administration after H5N1 avian flu outbreak on a British bird farm was confirmed, reported Macedonia's independent news agency Makfax. 

""Whenever we are notified that bird flu breaks out in a foreign country, we withdraw import licenses immediately. That's what we did last week when bird flu cases were detected in Romania and Hungary,"" Macedonia's Agriculture Ministry spokesperson Sonja Trajkova was quoted as saying. 
","Macedonia bans poultry imports from UK","Peoples Daily","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4660"
"349","Tuesday, February 06, 2007","Barbados agriculture officials on Monday placed a ban on all poultry and poultry products originating from England in light of an outbreak of Bird Flu on a poultry farm in that country.

Veterinary Officer, Dr. Rosina Maitland, said the ban, which would remain in place until further notice, included all avian species including pet birds as well as inanimate animal products such as feathers.

The Veterinary Services Department official said the ban was aimed at protecting the island's poultry industry.","Barbados places a ban on English poultry","Radio Jamaica","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4660"
"350","Tuesday, February 06, 2007","Russia has banned poultry imports from Britain following an avian influenza outbreak there, the country's animal and plant health watchdog agency said on Monday, while experts confirmed cases of bird flu in southern Russia. 

The ban, effective Tuesday, applies to live chickens, incubator eggs, poultry, all types of poultry products without thermal treatment, fodder and used poultry farm equipment, the Federal Veterinarian and Phytosanitary Control Service said, quoted by the Interfax news agency. 

The European Commission confirmed on Saturday that the avian flu which killed 2,600 turkeys at a Suffolk farm in eastern England was the H5N1 virus. 
","Russia bans British poultry imports, confirms bird flu","People's Daily","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4660"
"351","Tuesday, February 06, 2007","WASHINGTON — Making a small change in the outer coating of the lethal 1918 flu virus was enough to stop it from spreading — a discovery that may help scientists monitor today’s bird flu and other influenza strains for signs of the next pandemic.","Study of 1918 flu virus gives insight to modern-day bird flu Ask Dr. H Mitchell Hecht","Timesleader.com","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4660"
"352","Tuesday, February 06, 2007","NIGERIA - The Federal Government has been asked to take steps to enhance poultry farmers and sellers' capabilities to handle the outbreak of bird flu (Avian Influenza) and in particular prevent the transmission of the viral disease from locations where poultry is sold or slaughtered.","Avian Flu - Poultry Traders Seek FG's Intervention","allAfrica.com","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4660"
"353","Monday, February 05, 2007","LAGOS - In Breweries Market in Lagos, Biola Saheed haggles over the price of the flapping chicken the young market boy holds by its feet. Around them other customers, despite recent reports of a human case of bird flu, are waiting to purchase other chickens. The Nigerian government said Wednesday tests confirmed that a young woman from Lagos died from the H5N1 virus after plucking an infected chicken for cooking. She is believed to be the first victim of the bird flu virus in Nigeria. 
","Some Nigerians Unfazed by Bird Flu-Related Death","VOA","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4660"
"354","Monday, February 05, 2007","UK - Food giant Bernard Matthews says it reacted quickly to the bird flu outbreak and is today 'bemused' at reports claiming it had responded slowly. A Bernard Matthews spokesman said it only became clear there was a problem on Wednesday, when 180 birds died, despite 50 dying the day before. He said: 'The vet made his decision on Thursday, as soon as he decided there was something here that could not be identified, we made the decision to alert Defra'. ","Firm defends bird flu response","Evening Star","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4660"
"355","Monday, February 05, 2007","UK - The cost of the outbreak of the deadly H5N1 bird flu strain at a Suffolk farm could run into hundreds of thousands of pounds.  The highly pathogenic Asian version of the virus killed over 2,000 turkeys at a Bernard Matthews farm in Holton, near Halesworth. Around 159,000 birds have been gassed and their carcasses removed to stem any spread of the disease.  Compensation will be paid to the company by the Department for the Environment, Food and Rural Affairs (Defra) at the value of each bird just before slaughter. For the tens of thousands of healthy birds, it could mean a payout of over ?500,000. ","Poultry industry counts outbreak costs","Channel 4 News","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4660"
"356","Monday, February 05, 2007","UK - The poultry industry is counting the cost of Britain's first outbreak of the potentially deadly H5N1 strain of bird flu.
As the slaughter of 159,000 turkeys on the Suffolk farm infected with the highly pathogenic Asian version of the strain is completed, there are concerns the outbreak may dent sales of poultry.  But although 164 people have died from H5N1 since January 2003, mostly in Asia and the Middle East, the Health Protection Agency has reassured the public the virus is not transmitted through food. And industry figures have urged consumers to heed advice from the Department for Environment, Food and Rural Affairs, which said no infected birds have entered the food chain.","Fears over impact of bird flu","Peterborough  Telegraph","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4660"
"357","Monday, February 05, 2007","UK - Britain faces the loss of ?370 million in export trade in meat and live birds following the arrival of the avian flu virus in the poultry industry.
Ministers today expect to receive reports from embassies outside the European Union that countries have banned trade with the UK on poultry meat. After a similar outbreak in France last year countries outside the EU imposed immeditate trade bans of at least six months. 

Chicken and turkey farmers and processors are also bracing themselves for a backlash against poultry meat in Britain and are desperately trying to persuade consumers to hold their nerve and save the 	?3.4 billion-a-year market in Britain. ","Bird flu to ravage Britain's poultry industry","The Australian","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4660"
"358","Monday, February 05, 2007","US - Health officials in the United States have come up with a system for dealing with a flu pandemic.
The plan is an early-warning ranking system similar to that deployed at times of hurricanes and is intended to protect and mobilize the country against a flu pandemic.

The system advocates a community-based response which would categorize flu pandemics on a scale of 1 to 5, with 5 being the deadliest.

The ""Pandemic Severity Index"" (PSI) sets out levels of recommendations, ranging from hand washing to closing schools, which are intended to slow the spread of the virus while a vaccine is being prepared.
","Hurricane style warning system will help U.S. cope with a bird flu pandemic","News Medical","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4660"
"359","Monday, February 05, 2007","NORWAY - The Norwegian Food Safety Authority has declared parts of Norway as high risk areas following confirmation of H5N1 avian influenza in poultry in South East England. The public are asked to report dead wild bird to the Food Safety Authority.
In the high risk areas poultry keepers must ensure that their animals do not come into direct contact with wild birds, and gatherings and shows for domestic birds are forbidden. 
Owners of poultry and other birds in the high risk areas that have not earlier registered their animals are obliged to register their animals in a central register. 

The heightened measures are introduced following confirmation of H5N1 avian influenza in a poultry holding in South East England. 
","Measures introduced to prevent bird flu in Norway","The Norway Post","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4660"
"360","Monday, February 05, 2007","IRELAND - The Government's expert committee on bird fly is due to meet today to discuss the outbreak of the virus in Britain.

160,000 turkeys are being culled following the discovery of the deadly H5N1 strain of the illness at a farm in Suffolk on Saturday.

Today's meeting will assess whether the situation changes the level of risk faced by Ireland.

Yesterday, Minister for Agriculture Mary Coughlan insisted that the safety measures in place were ""more than adequate"".

The British authorities also say they are confident that the disease will not spread from the Suffolk farm at the centre of the current scare.

Fine Gael is responding to the outbreak by calling for the establishment of a national biosecurity committee in Ireland to oversee the response to all illnesses that could pose a threat to animal or public health. ","Irish Govt's expert group to review bird flu threat to Ireland","Evening Echo","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4660"
"361","Friday, February 09, 2007","UK - Two turkey farmers in the Dunmow area urged shoppers to continue buying poultry, in spite of the UK's first outbreak of bird flu. Jonathan Smith, of Mike Smith and Sons in Barnston, and Jane Haigh, of Marks Hall Farm in White Roding, said that turkey and chicken were safe to eat and warned people not to be put off by ""media hype"".","'Ignore the poultry hype'","The Observer","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4640"
"362","Thursday, February 08, 2007","UK - The results of tests to establish if a sick employee at the bird flu-hit farm has the deadly virus will be revealed today.

A vet who worked at the Bernard Matthews farm in Holton, Suffolk, tested negative for the H5N1 virus yesterday.","Second farm worker awaits bird flu test news","24dash","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4640"
"363","Thursday, February 08, 2007","UK - The number of cases of the deadly bird flu virus is increasing around the world as scientists struggle to combat the disease that is now threatening to jump species and infect humans.

The news came as Britain confirmed its first ever case of H5N1 in a farm in Suffolk, England. More than 160,000 birds were to be slaughtered as the country's farming industry went on high alert for more outbreaks.","The virus that could","The Observer via Taipei Times","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4640"
"364","Thursday, February 08, 2007","US - The Bush administration's new budget proposes adding funds for pandemic preparedness while cutting some support for bioterrorism and local preparedness, drawing mixed reviews from national public health groups.

The budget, released Monday, proposes a spending plan for the fiscal year that begins October 2008. It proposes $1.2 billion in new funds to improve pandemic preparedness, which includes $870 million to develop a pandemic vaccine, according to a Department of Health and Human Services (HHS) budget report. ","Proposed US budget boosts pandemic readiness, stalls biodefense capacity","CIDRAP","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4640"
"365","Thursday, February 08, 2007","EU - The European Commission announced this week it will allocate 240,000 Euros to prevent the spread of avian flu in Kazakhstan. The funds will support a joint project between the Kazakh Health Ministry, the European Commission and UNICEF to educate the public about the disease and how to prevent it.","UNICEF launches EU-sponsored 240000-euro project against avian flu in Kazakhstan","Unicef","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4640"
"366","Thursday, February 08, 2007","INDIA - A second instance of avian influenza spreading across the globe and to countries far away from Southeast Asia, the `epicentre' for the virus, seems real.

The lethal H5N1 virus has been recently found in a farm in Suffolk in Britain. Many countries where bird flu outbreaks were reported last time have been affected this time as well. "," Bird flu: shorter interval between outbreaks","The Hindu","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4640"
"367","Thursday, February 08, 2007","NIGERIA - The first human death from avian influenza has been reported in Nigeria, according to the World Health Organization (WHO), and the highly pathogenic Asian strain of bird flu has been found for the first time in the United Kingdom. The H5N1 virus was found in turkeys found dead on a farm in Suffolk, United Kingdom.","Nigeria: Human Toll From Avian Influenza Continues in in Country and Egypt","allAfrica.com","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4640"
"368","Thursday, February 08, 2007","VLADIVOSTOK - Russia's Maritime Territory on Thursday began vaccination of household birds against bird flu. Inoculation procedures began on the Popov island near Vladivostok with a poultry stock of more than 1,500 chickens, geese, ducks and turkeys. ","Russian province begins vaccination of household poultry","ITAR-TASS","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4640"
"369","Thursday, February 08, 2007","UK - The recent outbreak of the most virulent form of avian flu will clearly be of concern to UK poultry producers due to its probable impact upon the GBP1.43 billion UK poultry market. Furthermore, the outbreak could have widespread implications for the global poultry industry and failure to reassure the public could mean that poultry producers, both nationally and internationally, will pay the price. ","Suffolk bird flu impact on UK poultry","Food Business Review","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4640"
"370","Thursday, February 08, 2007","UK - Poultry product sales in the Midlands have not been affected by the outbreak of bird flu in Suffolk, the National Farmers' Union said yesterday.","Poultry sales unaffected by bird flu scare","icBirmingham","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4640"
"371","Wednesday, February 07, 2007","UK - Just when most of us thought it was safe to go back into the water (or at least eat chicken and turkey), H5N1 raises its black dorsal fin and reminds us that it has unfinished business with the human race.","The plague of bird flu will erupt out of Java, not Suffolk","Guardian Unlimited","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4640"
"372","Wednesday, February 07, 2007","INDONESIA - Two new human cases of H5N1 avian influenza were announced by Indonesia's health ministry today, as the World Health Organization (WHO) confirmed Egypt's latest case.
One of Indonesia's patients is a 15-year-girl from an upscale Jakarta neighborhood who caught a wild bird that died 2 days later, Joko Suyono, a spokesperson for the health ministry's bird flu information center, told Reuters today. He said the other patient is a 30-year-old man from West Java province neighborhood where chicken deaths had been reported. ","Indonesia reports two avian flu cases","CIDRAP","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4640"
"373","Wednesday, February 07, 2007","EGYPT - Egyptian health officials confirmed on Tuesday that Egypt’s 12th fatal victim of bird flu died on 2 February. The victim was a 17-year-old girl from the rural Fayyoum region, south-west of the capital, Cairo. She is believed to have been infected after coming into contact with sick and dead birds at her home.","Egyptian teenage girl dies of bird flu","SpiritIndia.com","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4640"
"374","Wednesday, February 07, 2007","ILOILO CITY - ?We remain to be bird flu-free, but it is important not to hold our guards down,? said Dr. Jocelyn Te, Acting Regional Avian Inluenza Program Coordinator of the Department of Health (DOH), Region VI as she warned the public not to harm migratory birds.","DOH warns public not to harm migratory birds","PIA","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4640"
"375","Wednesday, February 07, 2007"," Indonesia, which has had more human cases of avian flu than any other country, has stopped sending samples of the virus to the World Health Organization, apparently because it is negotiating a contract to sell the samples to an American vaccine company, a W.H.O. official said yesterday.

The strains of the H5N1 virus circulating in Indonesia are considered crucial to developing up-to-date vaccines and following mutations in the virus. The official, Dr. David L. Heymann, said the agency was 'clearly concerned' about the development and was in talks with Indonesia. ","Indonesia May Sell, Not Give, Bird Flu Virus to Scientists","New York Times","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4640"
"376","Wednesday, February 07, 2007","UK - Bernard Matthews last night said an outbreak of avian flu in the UK had been inevitable - but the company had not expected it to be on one of their farms.

Commercial director Bart Dalla Mura also told the EDP that he suspected a wild bird getting into a turkey shed on the farm at Holton, near Halesworth, was the probable source.
","Flu outbreak inevitable in UK, says firm","EDP24.co.uk","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4640"
"377","Wednesday, February 07, 2007","UK - Tests are being carried out today on a veterinarian who complained of feeling ill after helping contain an outbreak of the deadly avian influenza virus at a turkey farm in eastern England.

The unidentified man is under quarantine in a hospital where he is being treated for a mild respiratory illness, the U.K.'s Health Protection Agency said late yesterday. The Department of the Environment, Food and Rural Affairs said tests were being carried out to establish the cause of the vet's condition. ","U.K. Veterinarian Is Tested After Bird Flu Outbreak","Bloomberg","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4640"
"378","Wednesday, February 07, 2007","UK - As details emerge concerning the Avian Influenza outbreak on a turkey farm in the UK, this report looks at the rapidly growing list of countries who are now banning UK poultry products.","List of Countries Banning UK Poultry Grows Rapidly","ThePoultrySite","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4640"
"379","Wednesday, February 07, 2007","UK - A British veterinarian who fell ill after helping contain an outbreak of the deadly avian influenza virus at a turkey farm in eastern England has tested negative for the disease. 

The unidentified man was held in quarantine in a hospital yesterday after reporting a mild respiratory illness, the U.K.'s Health Protection Agency said. The vet will be discharged later today, the Nottingham City Hospital said. 
","British Veterinarian Doesn't Have Bird Flu Virus, Tests Show","Bloomberg","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4640"
"380","Wednesday, February 07, 2007","PAKISTAN - Bird flu killed chickens and peacocks in Pakistan, in the country's first outbreaks of the lethal virus in seven months, an agriculture ministry official said. 
","Bird Flu Kills Chickens, Peacocks in Pakistan, Official Says","Bloomberg","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4640"
"381","Sunday, February 11, 2007","UK - The Government was under mounting pressure last night to introduce tighter restrictions on imports of raw meat from countries infected by bird flu, as investigators worked around the clock to see if any contaminated food was on sale in British shops.
Both the National Farmers' Union and the government's chief scientist said there could be more checks on meat coming into the UK.

Charles Bourns, chairman of the poultry board of the National Farmers' Union, said: 'If you have H5N1 in a country, and obviously if it has come in from Hungary this time, then the measures that are being taken to prevent the disease entering the UK have broken down somewhere.
","Poultry import ban is urged","The Observer","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4620"
"382","Sunday, February 11, 2007","UK - The government allowed Bernard Matthews to continue importing turkey meat from a bird flu-hit region of Hungary even though it suspected the area was the source of the British outbreak. 

A consignment of 20 tons of turkey was imported last Tuesday from a slaughterhouse in Hungary, three days after avian flu was confirmed at the Bernard Matthews plant in Suffolk. 

Government inspectors knew in advance that Bernard Matthews intended to import the meat from a slaughterhouse only 30 miles away from the Hungarian outbreak ? but did nothing to stop it. 

A spokesman for the Department for Environment, Food and Rural Affairs (Defra) yesterday admitted that it had the power to block such meat imports but had decided not to do so. 
","Scandal over ‘bird flu’ imports","The Sunday Times","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4620"
"383","Sunday, February 11, 2007","THE UK government allowed turkey meat from an area of Hungary affected by bird flu to be imported by Bernard Matthews despite concern that the area was the source of the British outbreak, it was claimed last night. 

According to a newspaper report, a consignment of 20 tonnes of turkey was imported last Tuesday from a slaughterhouse in Hungary, three days after the avian flu was confirmed at the Bernard Matthews plant in Suffolk. 
Government inspectors knew the meat was being imported but did nothing to halt it, according to the report. 

The Department for Environment, Food and Rural Affairs (Defra) has admitted it had the power to halt such imports but did not use it for fear of retaliation from other countries.
","Turkey meat danger 'ignored' by Defra","Scotland-on-Sunday","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4620"
"384","Sunday, February 11, 2007","UK - The low gate hangs ajar. The rickety fence is in disrepair. All that stands between the casual visitor and a farm infected with bird flu is a small Hungarian puli dog at the end of a muddy lane.

Only when it barks do farm workers emerge from the small wooden hut where they are trying to disinfect any remaining traces of the deadly H5N1 virus.

When bird flu struck here at the Kolos Agro Farm late last month they culled their geese, not with sophisticated technology, but by piping car exhaust fumes into the shed via a hosepipe. And when, as they often do, the off-duty farm workers get drunk, they reveal what the clean-up work is worth: they have yet to be paid for any of it.
","'Once again farmers are going to suffer from an imported disease'","Sunday Telegraph","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4620"
"385","Sunday, February 11, 2007","UK - The Observer's website revealed last week that ministers were kept in the dark about the Hungarian connection to Bernard Matthews's turkeys. Now the fall-out from H5N1 will hit shoppers, politicians and a multi-billion-pound business ","Grubby scandal shames our poultry industry","The Observer","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4620"
"386","Sunday, February 11, 2007","UK - Hundreds of tons of the meat sold in Britain by Bernard Matthews comes from Hungary and has long done so","Focus: It's not so Bootiful","The Sunday Times","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4620"
"387","Sunday, February 11, 2007","UK - Mistake after mistake. What does it do to public confidence in the Government's handling of bird flu, when all the official assumptions about this disease seem hopelessly wide of the mark? 

We were told the infection was probably brought here by wild birds, which conveniently means nobody is to blame. Now that theory seems to be falling apart. 

Despite assurances by Environment Secretary David Miliband that 'there is no Hungarian connection', tons of partly processed turkeys have been arriving at Bernard Matthews' processing plant every week from Hungary, where the potentially lethal H5NI virus has been found in geese. 
","What else are they capable of bungling?","Daily Mail","http://www.thepoultrysite.com/bird-flu/bird-flu-news.php?offset=4620"
